page,brand,model,category,size,space,color,price,source,condition,date,article_number,n_of_reviews,rating,delivery_time
10,APPLE,iPhone 15 Plus ,Smartphone,6.7,256 GB,Green,929.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203397.html,new,2024-04-06,2203397,(0),,Auslieferung in 1-4 Werktagen
10,XIAOMI,13 Pro ,Smartphone,6.73,256 GB,Ceramic White,1225.,https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175506.html,new,2024-04-06,2175506,(0),,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
10,APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Black,1123.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203398.html,new,2024-04-06,2203398,(0),,Auslieferung in 1-2 Werktagen
10,SAMSUNG,Galaxy S24 Ultra ,Smartphone,6.8,1 TB,Titanium Black,1599.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220713.html,new,2024-04-06,2220713,(714),4.7,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
10,EMPORIA,JOY,Klapphandy,,,EMPORIA JOY- LTE (4G) - Klapphandy (Schwarz,89.95,https://www.mediamarkt.ch/de/product/_emporia-joy-lte-4g-2114079.html,new,2024-04-06,2114079,(0),,
10,MOTOROLA,Moto G82 5G ,Smartphone,6.6,128 GB,Meteorite Gray,322.9,https://www.mediamarkt.ch/de/product/_motorola-moto-g82-5g-2134534.html,new,2024-04-06,2134534,(0),,Auslieferung in bis zu 7 Werktagen
10,XIAOMI,Redmi Note 12 4G ,Smartphone,6.67,64 GB,Onyx Gray,185.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2195956.html,new,2024-04-06,,,,
10,MOTOROLA,Moto G22 ,Smartphone,6.5,64 GB,Cosmic Black,204.95,https://www.mediamarkt.ch/de/product/_motorola-moto-g22-2134530.html,new,2024-04-06,2134530,(0),,Auslieferung in bis zu 7 Werktagen
10,OPPO,A58 ,Smartphone,6.72,128 GB,Dazzling Green,129.7,https://www.mediamarkt.ch/de/product/_oppo-a58-2202444.html,new,2024-04-06,2202444,(0),,
10,CROSSCALL,STELLAR,Smartphone,6.497,128 GB,Schwarz,845.,https://www.mediamarkt.ch/de/product/_crosscall-stellar-x5-2219743.html,new,2024-04-06,2219743,(0),,Auslieferung in bis zu 7 Werktagen
10,SAMSUNG,Galaxy S23 ,Smartphone,6.1,128 GB,Lavender,615.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167349.html,new,2024-04-06,,,,
10,SAMSUNG,Galaxy S22 Ultra 5G ,Smartphone,6.8,256 GB,Phantom Black,947.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s22-ultra-5g-2109393.html,new,2024-04-06,2109393,(148),4.3,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
10,XIAOMI,Redmi Note 12 Pro 5G ,Smartphone,6.67,128 GB,Polar White,356.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2215826.html,new,2024-04-06,2215826,(0),,Auslieferung in bis zu 7 Werktagen
10,SAMSUNG,Galaxy S23 Ultra ,Smartphone,6.8,512 GB,Cream,997.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167388.html,new,2024-04-06,,,,
10,MOTOROLA,Edge 20 Pro ,Smartphone,6.7,256 GB,Blue Vegan Leather,538.,https://www.mediamarkt.ch/de/product/_motorola-edge-20-pro-2095383.html,new,2024-04-06,,,,
10,SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,128 GB,Awesome Lemon,359.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2237048.html,new,2024-04-06,2237048,(0),,
10,XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Graphite Gray,133.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178006.html,new,2024-04-06,,,,
10,SAMSUNG,Galaxy S23 Ultra ,Smartphone,6.8,256 GB,Cream,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167380.html,new,2024-04-06,2167380,(605),4.6,"Bestellbar, Auslieferung in 1-2 Werktagen"
10,XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Ocean Blue,133.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178007.html,new,2024-04-06,,,,
10,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,256 GB,Marble Grey,949.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220720.html,new,2024-04-06,2220720,(160),4.5,Auslieferung in 1-2 Werktagen
10,SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,256 GB,Awesome Navy,419.9,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242341.html,new,2024-04-06,2242341,(0),,Auslieferung in bis zu 10 Werktagen
11,XIAOMI,Redmi Note 13 4G ,Smartphone,6.67,256 GB,Mint Green,222.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220889.html,new,2024-04-06,2220889,(0),,Auslieferung in bis zu 7 Werktagen
11,XIAOMI,Redmi Note 13 4G ,Smartphone,6.67,128 GB,Ice Blue,178.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220887.html,new,2024-04-06,2220887,(3),3.0,Auslieferung in bis zu 7 Werktagen
11,SAMSUNG,Galaxy Z Flip5 ,Smartphone,6.7,256 GB,Graphite,1011.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193030.html,new,2024-04-06,2193030,(55),4.5,Auslieferung in bis zu 7 Werktagen
11,SAMSUNG,Galaxy Z Fold4 ,Smartphone,7.6,256 GB,Phantom Black,1837.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141921.html,new,2024-04-06,2141921,(55),4.1,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
11,EMPORIA,SMART.5mini ,Smartphone,4.95,64 GB,Schwarz,175.95,https://www.mediamarkt.ch/de/product/_emporia-smart-5mini-2192175.html,new,2024-04-06,2192175,(0),,Auslieferung in bis zu 7 Werktagen
11,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Phantom Black,1608.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193037.html,new,2024-04-06,,,,
11,NOKIA,C21 Plus ,Smartphone,6.517,32 GB,Dark Cyan,84.70,https://www.mediamarkt.ch/de/product/_nokia-c21-plus-2127663.html,new,2024-04-06,2127663,(1),5.0,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
11,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Cream,1693.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193038.html,new,2024-04-06,,,,
11,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,512 GB,Cream,1899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193042.html,new,2024-04-06,,,,
11,ONE,PLUS Nord CE 3 Lite 5G ,Smartphone,6.72,128 GB,Pastel Lime,314.95,https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180209.html,new,2024-04-06,2180209,(0),,Auslieferung in bis zu 6 Werktagen
11,DORO,6880 ,Klapphandy,,,DORO 6880 - Klapphandy (Schwarz/Weiss,97.95,https://www.mediamarkt.ch/de/product/_doro-6880-2119156.html,new,2024-04-06,2119156,(0),,
11,DORO,6880 ,Klapphandy,,,DORO 6880 - Klapphandy (Rot/Weiss,99.9,https://www.mediamarkt.ch/de/product/_doro-6880-2119157.html,new,2024-04-06,2119157,(0),,
11,DORO,5860 ,Mobiltelefon,,,DORO 5860 - Mobiltelefon (Grau,81.95,https://www.mediamarkt.ch/de/product/_doro-5860-2119151.html,new,2024-04-06,2119151,(1),4.0,Auslieferung in bis zu 7 Werktagen
11,WIKO,Y52 ,Smartphone,,16 GB,Deep Blue,49.70,https://www.mediamarkt.ch/de/product/_wiko-y52-2127285.html,new,2024-04-06,2127285,(2),1.5,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
11,DORO,8100 PLUS ,Smartphone,6.1,32 GB,Graphit,242.,https://www.mediamarkt.ch/de/product/_doro-8100-plus-2119149.html,new,2024-04-06,2119149,(0),,Auslieferung in 1-2 Werktagen
11,XIAOMI,Redmi 13C ,Smartphone,6.74,256 GB,Navy Blue,160.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219845.html,new,2024-04-06,2219845,(0),,Auslieferung in bis zu 7 Werktagen
11,NOKIA,C32 ,Smartphone,6.517,64 GB,Charcoal,129.95,https://www.mediamarkt.ch/de/product/_nokia-c32-2181891.html,new,2024-04-06,2181891,(0),,Auslieferung in 1-2 Werktagen
11,NOKIA,G22 ,Smartphone,6.52,64 GB,Lagoon Blue,154.,https://www.mediamarkt.ch/de/product/_nokia-g22-2175510.html,new,2024-04-06,2175510,(1),5.0,"Bestellbar, Auslieferung in 1-2 Werktagen"
11,SAMSUNG,Galaxy S21 FE 5G ,Smartphone,6.4,128 GB,Graphite,567.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s21-fe-5g-2105599.html,new,2024-04-06,2105599,(27),4.1,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
11,APPLE,iPhone 14 Plus ,Smartphone,6.7,256 GB,"256 GB, (PRODUCT)RED",829.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151048.html,new,2024-04-06,2151048,(2),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
11,FAIRPHONE,4 5G ,Smartphone,6.3,128 GB,Grau,449.9,https://www.mediamarkt.ch/de/product/_fairphone-4-5g-2093552.html,new,2024-04-06,2093552,(4),4.0,Auslieferung in bis zu 7 Werktagen
11,SAMSUNG,Galaxy A54 5G ,Smartphone,6.4,256 GB,Awesome Graphite,449.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2176862.html,new,2024-04-06,,,,
11,APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Blue,1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151054.html,new,2024-04-06,2151054,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
11,APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,"128 GB, (PRODUCT)RED",737.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151043.html,new,2024-04-06,2151043,(3),5.0,Auslieferung in 1-2 Werktagen
12,XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Meadow Green,804.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203281.html,new,2024-04-06,2203281,(2),3.0,Auslieferung in bis zu 7 Werktagen
12,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Cream,618.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216491.html,new,2024-04-06,2216491,(2),3.0,Auslieferung in 1-4 Werktagen
12,XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Black,763.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203279.html,new,2024-04-06,2203279,(1),3.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
12,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Graphite,619.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216482.html,new,2024-04-06,2216482,(2),3.0,Auslieferung in 1-2 Werktagen
12,DORO,8050 (mit Ladestation + Handyhülle) ,Smartphone,5.45,16 GB,Schwarz/Blau,229.70,https://www.mediamarkt.ch/de/product/_doro-8050-mit-ladestation-handyh%C3%BClle-1980442.html,new,2024-04-06,1980442,(0),,Auslieferung in 1-2 Werktagen
12,XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Alpine Blue,804.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203282.html,new,2024-04-06,2203282,(1),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
12,APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,"512 GB, (PRODUCT)RED",1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151053.html,new,2024-04-06,2151053,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,XIAOMI,13T ,Smartphone,6.67,256 GB,Alpine Blue,580.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203285.html,new,2024-04-06,2203285,(0),,
12,XIAOMI,13T ,Smartphone,6.67,256 GB,Meadow Green,580.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203284.html,new,2024-04-06,2203284,(3),4.3,Auslieferung in bis zu 7 Werktagen
12,XIAOMI,13T Pro ,Smartphone,6.67,1 TB,Black,893.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203276.html,new,2024-04-06,2203276,(0),,Auslieferung in bis zu 7 Werktagen
12,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Purple,619.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216484.html,new,2024-04-06,2216484,(2),3.0,Auslieferung in 1-2 Werktagen
12,ONE,PLUS 11 5G ,Smartphone,6.7,256 GB,Titan Black,829.,https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171795.html,new,2024-04-06,2171795,(1),5.0,Auslieferung in 1-2 Werktagen
12,APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Starlight,1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151051.html,new,2024-04-06,2151051,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,ONE,PLUS 11 5G ,Smartphone,6.7,128 GB,Titan Black,792.,https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171793.html,new,2024-04-06,2171793,(0),,Auslieferung in bis zu 7 Werktagen
12,APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Blue,931.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151039.html,new,2024-04-06,2151039,(1),5.0,Auslieferung in 1-2 Werktagen
12,MOTOROLA,Moto G32 ,Smartphone,6.5,128 GB,Mineral Grey,174.95,https://www.mediamarkt.ch/de/product/_motorola-moto-g32-2161925.html,new,2024-04-06,2161925,(0),,Auslieferung in bis zu 7 Werktagen
12,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Mint,626.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216488.html,new,2024-04-06,2216488,(2),3.0,Auslieferung in bis zu 7 Werktagen
12,APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Purple,931.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151037.html,new,2024-04-06,2151037,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,APPLE,iPhone 14 ,Smartphone,6.1,512 GB,"512 GB, (PRODUCT)RED",931.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151038.html,new,2024-04-06,2151038,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,SAMSUNG,Galaxy A25 5G ,Smartphone,6.5,128 GB,Yellow,269.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a25-5g-2216507.html,new,2024-04-06,2216507,(5),4.6,"Bestellbar, Auslieferung in 1-2 Werktagen"
12,APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Starlight,1013.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151036.html,new,2024-04-06,2151036,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,APPLE,iPhone 13 ,Smartphone,6.1,512 GB,Starlight,835.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091361.html,new,2024-04-06,2091361,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
12,INOI,A62 ,Smartphone,6.1,64 GB,Schwarz,89.95,https://www.mediamarkt.ch/de/product/_inoi-a62-2190679.html,new,2024-04-06,2190679,(0),,
12,APPLE,iPhone 13 ,Smartphone,6.1,512 GB,"512 GB, (PRODUCT)RED",835.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091364.html,new,2024-04-06,2091364,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
13,APPLE,iPhone 14 ,Smartphone,6.1,256 GB,Starlight,749.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151031.html,new,2024-04-06,2151031,(5),5.0,Auslieferung in 1-2 Werktagen
13,INOI,A63 ,Smartphone,6.5,32 GB,Blau,93.95,https://www.mediamarkt.ch/de/product/_inoi-a63-2190688.html,new,2024-04-06,2190688,(0),,Auslieferung in 1-2 Werktagen
13,APPLE,iPhone 13 ,Smartphone,6.1,512 GB,Blue,835.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091365.html,new,2024-04-06,2091365,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
13,APPLE,iPhone 14 ,Smartphone,6.1,256 GB,Yellow,749.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2176809.html,new,2024-04-06,2176809,(5),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
13,DORO,8200 SECURE ,Smartphone,6.1,64 GB,Dunkelblau,358.95,https://www.mediamarkt.ch/de/product/_doro-8200-secure-2198416.html,new,2024-04-06,2198416,(0),,Auslieferung in bis zu 7 Werktagen
13,APPLE,iPhone 14 Plus ,Smartphone,6.7,256 GB,Yellow,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176812.html,new,2024-04-06,2176812,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
13,INOI,A83 ,Smartphone,6.52,128 GB,Schwarz,129.95,https://www.mediamarkt.ch/de/product/_inoi-a83-2190693.html,new,2024-04-06,2190693,(0),,Auslieferung in 1-2 Werktagen
13,MOTOROLA,Moto G100 ,Smartphone,6.7,128 GB,Iridescent Ocean,600.,https://www.mediamarkt.ch/de/product/_motorola-moto-g100-2076212.html,new,2024-04-06,2076212,(0),,Auslieferung in bis zu 7 Werktagen
13,XIAOMI,Redmi Note 11 ,Smartphone,6.43,128 GB,Graphite Grey,169.7,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-11-2112524.html,new,2024-04-06,2112524,(44),4.1,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
13,XIAOMI,Redmi Note 13 4G ,Smartphone,6.67,256 GB,Ice Blue,222.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220890.html,new,2024-04-06,2220890,(0),,Auslieferung in bis zu 6 Werktagen
13,XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,512 GB,Moonlight White,446.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220880.html,new,2024-04-06,2220880,(1),2.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
13,APPLE,iPhone 13 ,Smartphone,6.1,256 GB,Midnight,649.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091349.html,new,2024-04-06,2091349,(14),4.9,Auslieferung in 1-4 Werktagen
13,NOKIA,X30 5G ,Smartphone,6.43,128 GB,Ice White,429.95,https://www.mediamarkt.ch/de/product/_nokia-x30-5g-2161084.html,new,2024-04-06,2161084,(2),3.5,Auslieferung in bis zu 7 Werktagen
13,XIAOMI,13 Lite ,Smartphone,6.55,128 GB,Lite Blue,446.95,https://www.mediamarkt.ch/de/product/_xiaomi-13-lite-2176850.html,new,2024-04-06,2176850,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
13,NOKIA,X30 5G ,Smartphone,6.43,256 GB,Cloudy Blue,431.9,https://www.mediamarkt.ch/de/product/_nokia-x30-5g-2161082.html,new,2024-04-06,2161082,(0),,Auslieferung in bis zu 7 Werktagen
13,MOTOROLA,Edge 30 Ultra ,Smartphone,6.67,256 GB,Interstellar Black,839.,https://www.mediamarkt.ch/de/product/_motorola-edge-30-ultra-2161930.html,new,2024-04-06,2161930,(1),1.0,Auslieferung in bis zu 7 Werktagen
13,MOTOROLA,Edge 30 Fusion ,Smartphone,6.55,128 GB,Quartz Black,699.,https://www.mediamarkt.ch/de/product/_motorola-edge-30-fusion-2161928.html,new,2024-04-06,2161928,(0),,Auslieferung in bis zu 7 Werktagen
13,XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,256 GB,Moonlight White,399.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220883.html,new,2024-04-06,2220883,(0),,Auslieferung in bis zu 7 Werktagen
13,PEAQ,PSP 400 ,Smartphone,4.95,32 GB,Schwarz/Silber,139.70,https://www.mediamarkt.ch/de/product/_peaq-psp-400-2059893.html,new,2024-04-06,2059893,(25),4.0,Das Produkt ist online ausverkauft.
13,MOTOROLA,Edge 30 ,Smartphone,6.5,128 GB,Meteor Grey,509.,https://www.mediamarkt.ch/de/product/_motorola-edge-30-2161926.html,new,2024-04-06,2161926,(0),,Auslieferung in bis zu 7 Werktagen
13,XIAOMI,13 ,Smartphone,6.36,256 GB,Weiss,893.,https://www.mediamarkt.ch/de/product/_xiaomi-13-2176848.html,new,2024-04-06,2176848,(2),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
13,MOTOROLA,Razr 40 ,Smartphone,6.9,256 GB,Vanilla Cream,736.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189430.html,new,2024-04-06,,,,
13,NOKIA,G60 5G ,Smartphone,6.58,128 GB,Grau,239.70,https://www.mediamarkt.ch/de/product/_nokia-g60-5g-2161081.html,new,2024-04-06,2161081,(1),5.0,Auslieferung in 1-4 Werktagen
13,MOTOROLA,Moto E22i ,Smartphone,6.5,32 GB,Graphite Grey,149.9,https://www.mediamarkt.ch/de/product/_motorola-moto-e22i-2161924.html,new,2024-04-06,2161924,(0),,Auslieferung in bis zu 7 Werktagen
14,XIAOMI,Redmi Note 13 Pro 4G ,Smartphone,6.67,256 GB,Lavender Purple,312.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220896.html,new,2024-04-06,2220896,(0),,Auslieferung in bis zu 7 Werktagen
14,CROSSCALL,CORE,Smartphone,6.08,64 GB,Schwarz,711.,https://www.mediamarkt.ch/de/product/_crosscall-core-z5-2162748.html,new,2024-04-06,2162748,(0),,Auslieferung in bis zu 7 Werktagen
14,NOTHING,phone (2) ,Smartphone,6.7,512 GB,Grau,649.,https://www.mediamarkt.ch/de/product/_nothing-phone-2-2189934.html,new,2024-04-06,2189934,(0),,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
14,MOTOROLA,Razr 40 ,Smartphone,6.9,256 GB,Sage Green,736.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189431.html,new,2024-04-06,,,,
14,MOTOROLA,Razr 40 Ultra ,Smartphone,6.9,256 GB,Infinite Black,1004.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189435.html,new,2024-04-06,,,,
14,MOTOROLA,Razr 40 Ultra ,Smartphone,6.9,256 GB,Glacier Blue,790.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189433.html,new,2024-04-06,,,,
14,NOTHING,phone (2) ,Smartphone,6.7,512 GB,Weiss,649.,https://www.mediamarkt.ch/de/product/_nothing-phone-2-2189935.html,new,2024-04-06,2189935,(1),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
14,CROSSCALL,ACTION,Smartphone,5.45,64 GB,Schwarz,511.,https://www.mediamarkt.ch/de/product/_crosscall-action-x5-2111324.html,new,2024-04-06,2111324,(0),,Auslieferung in bis zu 7 Werktagen
14,MOTOROLA,Razr 40 ,Smartphone,6.9,256 GB,Summer Lilac,698.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-2189429.html,new,2024-04-06,,,,
14,SAMSUNG,Galaxy S23+ ,Smartphone,6.6,512 GB,Lavender,849.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167377.html,new,2024-04-06,,,,
14,MOTOROLA,Edge 40 Neo ,Smartphone,6.55,256 GB,Caneel Bay,371.95,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216176.html,new,2024-04-06,2216176,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
14,SAMSUNG,Galaxy S23+ ,Smartphone,6.6,512 GB,Green,849.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167376.html,new,2024-04-06,,,,
14,XIAOMI,Redmi 12 ,Smartphone,6.79,256 GB,Polar Silver,204.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203270.html,new,2024-04-06,2203270,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
14,SAMSUNG,Galaxy S23+ ,Smartphone,6.6,512 GB,Cream,849.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167375.html,new,2024-04-06,,,,
14,MOTOROLA,Edge 40 Neo ,Smartphone,6.55,256 GB,Black Beauty,371.9,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216174.html,new,2024-04-06,2216174,(18),5.0,Auslieferung in bis zu 7 Werktagen
14,MOTOROLA,Edge 40 Neo ,Smartphone,6.55,256 GB,Soothing Sea,371.95,https://www.mediamarkt.ch/de/product/_motorola-edge-40-neo-2216175.html,new,2024-04-06,2216175,(7),4.7,Auslieferung in bis zu 7 Werktagen
14,SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Marble Grey,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220724.html,new,2024-04-06,2220724,(245),4.3,Auslieferung in 1-2 Werktagen
14,XIAOMI,Redmi 12 ,Smartphone,6.79,128 GB,Polar Silver,178.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203273.html,new,2024-04-06,2203273,(7),4.9,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
14,XIAOMI,Redmi 12 ,Smartphone,6.79,128 GB,Sky Blue,178.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203275.html,new,2024-04-06,2203275,(15),4.3,Auslieferung in bis zu 7 Werktagen
14,APPLE,iPhone 13 ,Smartphone,6.1,512 GB,Green,835.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2118879.html,new,2024-04-06,2118879,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
