page,brand,model,category,size,space,color,price,source,condition,date,article_number,n_of_reviews,rating,delivery_time
5,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,512 GB,Cobalt Violet,1149.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220717.html,new,2024-04-06,2220717,(160),4.5,Auslieferung in bis zu 7 Werktagen
5,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,256 GB,Cobalt Violet,949.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220721.html,new,2024-04-06,2220721,(160),4.5,Auslieferung in bis zu 7 Werktagen
5,XIAOMI,Redmi 13C ,Smartphone,6.74,256 GB,Midnight Black,152.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219846.html,new,2024-04-06,2219846,(0),,Auslieferung in 1-2 Werktagen
5,SAMSUNG,Galaxy XCover 5 Enterprise Edition ,Smartphone,5.3,64 GB,Schwarz,206.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-xcover-5-enterprise-edition-2060202.html,new,2024-04-06,2060202,(18),3.3,Auslieferung in 1-4 Werktagen
5,APPLE,iPhone 13 ,Smartphone,6.1,256 GB,Blue,629.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091358.html,new,2024-04-06,2091358,(11),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
5,APPLE,iPhone 14 ,Smartphone,6.1,128 GB,Yellow,619.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2176808.html,new,2024-04-06,2176808,(13),4.8,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
5,INOI,Note 13s ,Smartphone,6.95,256 GB,Grau,158.9,https://www.mediamarkt.ch/de/product/_inoi-note-13s-2190696.html,new,2024-04-06,2190696,(0),,Auslieferung in 1-2 Werktagen
5,SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Onyx Black,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220723.html,new,2024-04-06,2220723,(245),4.3,Auslieferung in 1-4 Werktagen
5,XIAOMI,Redmi 12 ,Smartphone,6.79,128 GB,Midnight Black,144.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203274.html,new,2024-04-06,2203274,(22),4.0,"Bestellbar, Auslieferung in 1-2 Werktagen"
5,SAMSUNG,Galaxy S23+ ,Smartphone,6.6,256 GB,Cream,729.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167370.html,new,2024-04-06,2167370,(154),4.6,Auslieferung in 1-2 Werktagen
6,APPLE,iPhone 15 Pro Max ,Smartphone,6.7,1 TB,Natural Titanium,1551.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203440.html,new,2024-04-06,2203440,(0),,Auslieferung in 1-2 Werktagen
6,APPLE,iPhone SE ,Smartphone,4.7,128 GB,Starlight,430.95,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2118903.html,new,2024-04-06,2118903,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
6,APPLE,iPhone SE (2022) ,Smartphone,4.7,256 GB,Midnight,579.,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118906.html,new,2024-04-06,2118906,(2),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
6,APPLE,iPhone 12 ,Smartphone,6.1,64 GB,Purple,479.95,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066506.html,new,2024-04-06,2066506,(5),5.0,Auslieferung in bis zu 6 Werktagen
6,APPLE,iPhone 15 Pro ,Smartphone,6.1,512 GB,Black Titanium,1244.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203413.html,new,2024-04-06,2203413,(4),4.3,Auslieferung in 1-2 Werktagen
6,APPLE,iPhone 15 Plus ,Smartphone,6.7,256 GB,Black,929.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203393.html,new,2024-04-06,2203393,(1),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
6,SAMSUNG,Galaxy S23 ,Smartphone,6.1,256 GB,Lavender,699.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167363.html,new,2024-04-06,2167363,(272),4.4,Auslieferung in bis zu 6 Werktagen
6,EMPORIA,SUPEReasy ,Smartphone,,,EMPORIA SUPEReasy - Smartphone (Schwarz,209.70,https://www.mediamarkt.ch/de/product/_emporia-supereasy-2127635.html,new,2024-04-06,2127635,(0),,"Bestellbar, Auslieferung in 1-2 Werktagen"
6,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,512 GB,Marble Grey,1149.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220716.html,new,2024-04-06,2220716,(160),4.5,Auslieferung in 1-2 Werktagen
6,SAMSUNG,Galaxy S24 Ultra ,Smartphone,6.8,256 GB,Titanium Grey,1299.-1199.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220738.html,new,2024-04-06,2220738,(714),4.7,Auslieferung in bis zu 7 Werktagen
6,SAMSUNG,Galaxy S24 Ultra ,Smartphone,6.8,256 GB,Titanium Yellow,1169.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220740.html,new,2024-04-06,2220740,(714),4.7,Auslieferung in 1-2 Werktagen
6,SAMSUNG,Galaxy A54 5G ,Smartphone,6.4,256 GB,Awesome White,439.9,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2177748.html,new,2024-04-06,2177748,(307),4.4,Auslieferung in 1-2 Werktagen
6,SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,256 GB,Awesome Lemon,419.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242305.html,new,2024-04-06,2242305,(1),5.0,Auslieferung in bis zu 10 Werktagen
6,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,512 GB,Icy Blue,1778.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193025.html,new,2024-04-06,2193025,(49),4.3,Auslieferung in bis zu 10 Werktagen
6,SAMSUNG,Galaxy A15 4G ,Smartphone,6.5,128 GB,Yellow,169.9,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a15-4g-2221379.html,new,2024-04-06,2221379,(0),,
6,XIAOMI,Redmi Note 13 4G ,Smartphone,6.67,256 GB,Midnight Black,222.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220888.html,new,2024-04-06,2220888,(0),,Auslieferung in bis zu 6 Werktagen
6,XIAOMI,14 + Electric Scooter 4 Lite Swiss Edition Bundle ,Smartphone,6.36,512 GB,Black,1099.,https://www.mediamarkt.ch/de/product/_xiaomi-14-electric-scooter-4-lite-swiss-edition-bundle-2238856.html,new,2024-04-06,2238856,(0),,Auslieferung in 1-2 Werktagen
6,ONE,PLUS Nord CE 3 Lite 5G ,Smartphone,6.72,128 GB,Chromatic Gray,313.9,https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180208.html,new,2024-04-06,2180208,(0),,Auslieferung in 1-2 Werktagen
6,XIAOMI,Redmi 13C ,Smartphone,6.74,128 GB,Navy Blue,133.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219839.html,new,2024-04-06,2219839,(3),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
6,SAMSUNG,Galaxy A54 5G ,Smartphone,6.4,128 GB,Awesome Violet,299.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2173982.html,new,2024-04-06,,,,
6,EMPORIA,TOUCHsmart.2 ,Smartphone,,,EMPORIA TOUCHsmart.2 - Smartphone (Schwarz/Silber,119.9,https://www.mediamarkt.ch/de/product/_emporia-touchsmart-2-2110132.html,new,2024-04-06,2110132,(7),2.6,Auslieferung in 1-2 Werktagen
6,APPLE,iPhone 15 Pro Max ,Smartphone,6.7,1 TB,Black Titanium,1556.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203435.html,new,2024-04-06,2203435,(0),,Auslieferung in 1-2 Werktagen
6,SAMSUNG,Galaxy A34 5G ,Smartphone,6.6,256 GB,Awesome Silver,369.70,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2176866.html,new,2024-04-06,2176866,(210),4.3,Auslieferung in 1-2 Werktagen
6,APPLE,iPhone 14 Plus ,Smartphone,6.7,256 GB,Midnight,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151045.html,new,2024-04-06,2151045,(5),5.0,Auslieferung in bis zu 7 Werktagen
7,APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,Purple,749.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151042.html,new,2024-04-06,2151042,(6),5.0,Auslieferung in 1-2 Werktagen
7,XIAOMI,13T ,Smartphone,6.67,256 GB,Black,551.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203283.html,new,2024-04-06,2203283,(8),4.5,Auslieferung in bis zu 7 Werktagen
7,APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Midnight,1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151050.html,new,2024-04-06,2151050,(3),3.7,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
7,XIAOMI,Redmi Note 13 Pro 4G ,Smartphone,6.67,256 GB,Midnight Black,296.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220894.html,new,2024-04-06,2220894,(1),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
7,XIAOMI,Redmi Note 13 Pro 5G ,Smartphone,6.67,256 GB,Ocean Teal,356.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220898.html,new,2024-04-06,2220898,(6),4.7,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
7,XIAOMI,Redmi Note 13 Pro 5G ,Smartphone,6.67,256 GB,Midnight Black,349.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220897.html,new,2024-04-06,2220897,(5),4.0,Auslieferung in 1-2 Werktagen
7,XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,256 GB,Aurora Purple,399.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220884.html,new,2024-04-06,2220884,(0),,Auslieferung in bis zu 6 Werktagen
7,SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Amber Yellow,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220726.html,new,2024-04-06,2220726,(245),4.3,Auslieferung in 1-2 Werktagen
7,SAMSUNG,Galaxy S24 ,Smartphone,6.2,128 GB,Onyx Black,716.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220727.html,new,2024-04-06,2220727,(245),4.3,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
7,APPLE,iPhone SE ,Smartphone,4.7,128 GB,"128 GB, (PRODUCT)RED",430.95,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2118904.html,new,2024-04-06,2118904,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
7,APPLE,iPhone 15 Pro ,Smartphone,6.1,1 TB,Black Titanium,1448.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203418.html,new,2024-04-06,2203418,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
7,APPLE,iPhone 15 Plus ,Smartphone,6.7,128 GB,Blue,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203391.html,new,2024-04-06,2203391,(6),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
7,APPLE,iPhone 15 Plus ,Smartphone,6.7,256 GB,Yellow,929.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203395.html,new,2024-04-06,2203395,(0),,Auslieferung in 1-4 Werktagen
7,MOTOROLA,Moto G30 ,Smartphone,6.5,128 GB,Dark Pearl,223.95,https://www.mediamarkt.ch/de/product/_motorola-moto-g30-2076214.html,new,2024-04-06,2076214,(0),,Auslieferung in bis zu 7 Werktagen
7,SAMSUNG,Galaxy S23 ,Smartphone,6.1,256 GB,Cream,699.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167357.html,new,2024-04-06,2167357,(270),4.4,"Bestellbar, Auslieferung in 1-2 Werktagen"
7,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,512 GB,Amber Yellow,1149.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220718.html,new,2024-04-06,2220718,(160),4.5,Das Produkt ist online ausverkauft.
7,SAMSUNG,Galaxy S24 ,Smartphone,6.2,128 GB,Cobalt Violet,704.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220729.html,new,2024-04-06,2220729,(245),4.3,Auslieferung in 1-2 Werktagen
7,SAMSUNG,Galaxy S24 ,Smartphone,6.2,128 GB,Amber Yellow,749.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220730.html,new,2024-04-06,2220730,(245),4.3,Auslieferung in 1-2 Werktagen
7,SAMSUNG,Galaxy S24 Ultra ,Smartphone,6.8,256 GB,Titanium Violet,1169.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220739.html,new,2024-04-06,2220739,(714),4.7,Auslieferung in bis zu 6 Werktagen
7,SAMSUNG,Galaxy A55 5G ,Smartphone,6.6,128 GB,Awesome Lemon,429.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a55-5g-2237052.html,new,2024-04-06,2237052,(0),,
7,SAMSUNG,Galaxy S23 ,Smartphone,6.1,128 GB,Cream,629.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167340.html,new,2024-04-06,,,,
7,XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Mint Green,144.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178005.html,new,2024-04-06,,,,
7,SAMSUNG,Galaxy S23 Ultra ,Smartphone,6.8,256 GB,Green,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167382.html,new,2024-04-06,2167382,(605),4.6,"Bestellbar, Auslieferung in 1-2 Werktagen"
7,SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,256 GB,Awesome Iceblue,419.9,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242300.html,new,2024-04-06,2242300,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
8,SAMSUNG,Galaxy S23+ ,Smartphone,6.6,512 GB,Phantom Black,849.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167378.html,new,2024-04-06,,,,
8,SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,256 GB,Awesome Lilac,419.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242333.html,new,2024-04-06,2242333,(0),,Auslieferung in bis zu 10 Werktagen
8,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Icy Blue,1590.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193040.html,new,2024-04-06,,,,
8,SAMSUNG,Galaxy Z Flip5 ,Smartphone,6.7,256 GB,Mint,1011.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193032.html,new,2024-04-06,2193032,(55),4.5,Auslieferung in bis zu 7 Werktagen
8,SAMSUNG,Galaxy Z Flip5 ,Smartphone,6.7,512 GB,Mint,1018.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193036.html,new,2024-04-06,2193036,(57),4.6,Auslieferung in 1-2 Werktagen
8,SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,512 GB,Phantom Black,1710.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193041.html,new,2024-04-06,,,,
8,DORO,5860 ,Mobiltelefon,,,DORO 5860 - Mobiltelefon (Schwarz/Weiss,75.95,https://www.mediamarkt.ch/de/product/_doro-5860-2119150.html,new,2024-04-06,2119150,(1),1.0,Auslieferung in bis zu 7 Werktagen
8,XIAOMI,Redmi 13C ,Smartphone,6.74,256 GB,Clover Green,152.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219847.html,new,2024-04-06,2219847,(0),,Auslieferung in bis zu 7 Werktagen
8,NOKIA,G22 ,Smartphone,6.52,64 GB,Meteor Grey,154.9,https://www.mediamarkt.ch/de/product/_nokia-g22-2175509.html,new,2024-04-06,2175509,(0),,
8,APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,Blue,739.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151044.html,new,2024-04-06,2151044,(6),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
8,XIAOMI,13T Pro ,Smartphone,6.67,1 TB,Alpine Blue,893.,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203278.html,new,2024-04-06,2203278,(0),,
8,XIAOMI,Redmi A2 ,Smartphone,6.52,32 GB,Hellblau,88.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-a2-2178003.html,new,2024-04-06,2178003,(6),4.2,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
8,SAMSUNG,Galaxy A25 5G ,Smartphone,6.5,128 GB,Blue,269.95,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a25-5g-2216496.html,new,2024-04-06,2216496,(5),4.6,"Bestellbar, Auslieferung in 1-2 Werktagen"
8,APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Deep Purple,1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151052.html,new,2024-04-06,2151052,(2),5.0,Auslieferung in bis zu 7 Werktagen
8,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Cream,619.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216485.html,new,2024-04-06,2216485,(2),3.0,Auslieferung in 1-2 Werktagen
8,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Mint,619.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216483.html,new,2024-04-06,2216483,(2),3.0,Auslieferung in 1-2 Werktagen
8,APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,Midnight,749.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151040.html,new,2024-04-06,2151040,(5),4.8,Auslieferung in 1-2 Werktagen
8,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Purple,629.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216489.html,new,2024-04-06,2216489,(3),3.7,Auslieferung in 1-4 Werktagen
8,SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Graphite,618.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216487.html,new,2024-04-06,2216487,(2),3.0,Auslieferung in 1-2 Werktagen
8,RUGGEAR,RG360 ,Smartphone,,8 GB,Schwarz,122.95,https://www.mediamarkt.ch/de/product/_ruggear-rg360-2053578.html,new,2024-04-06,2053578,(0),,Auslieferung in bis zu 7 Werktagen
8,APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Midnight,931.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151035.html,new,2024-04-06,2151035,(0),,Auslieferung in 1-2 Werktagen
8,APPLE,iPhone 14 ,Smartphone,6.1,256 GB,"256 GB, (PRODUCT)RED",739.-699.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151033.html,new,2024-04-06,2151033,(5),5.0,"Bestellbar, Auslieferung in 1-2 Werktagen"
8,INOI,A72 ,Smartphone,6.5,64 GB,Violett,119.95,https://www.mediamarkt.ch/de/product/_inoi-a72-2190692.html,new,2024-04-06,2190692,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
8,INOI,A72 ,Smartphone,6.5,64 GB,Grau,115.9,https://www.mediamarkt.ch/de/product/_inoi-a72-2190691.html,new,2024-04-06,2190691,(0),,Auslieferung in bis zu 7 Werktagen
9,DORO,8200 PLUS ,Smartphone,6.1,64 GB,Dunkelblau,283.95,https://www.mediamarkt.ch/de/product/_doro-8200-plus-2198411.html,new,2024-04-06,2198411,(0),,Auslieferung in bis zu 7 Werktagen
9,APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,Yellow,749.,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176811.html,new,2024-04-06,2176811,(4),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
9,DORO,8200 ,Smartphone,6.1,64 GB,Dunkelblau,295.9,https://www.mediamarkt.ch/de/product/_doro-8200-2198408.html,new,2024-04-06,2198408,(0),,Auslieferung in bis zu 7 Werktagen
9,INOI,A63 ,Smartphone,6.5,32 GB,Schwarz,96.95,https://www.mediamarkt.ch/de/product/_inoi-a63-2190687.html,new,2024-04-06,2190687,(1),5.0,Auslieferung in bis zu 7 Werktagen
9,APPLE,iPhone 13 ,Smartphone,6.1,256 GB,Pink,629.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091355.html,new,2024-04-06,2091355,(0),,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
9,APPLE,iPhone 13 ,Smartphone,6.1,256 GB,"256 GB, (PRODUCT)RED",625.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091356.html,new,2024-04-06,2091356,(0),,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
9,XIAOMI,Redmi Note 13 5G ,Smartphone,6.67,256 GB,Ocean Teal,266.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-5g-2220892.html,new,2024-04-06,2220892,(4),4.8,Auslieferung in bis zu 7 Werktagen
9,XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,512 GB,Aurora Purple,424.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220881.html,new,2024-04-06,2220881,(2),4.0,Auslieferung in 1-2 Werktagen
9,XIAOMI,Redmi Note 13 Pro 4G ,Smartphone,6.67,256 GB,Forest Green,312.9,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220895.html,new,2024-04-06,2220895,(1),5.0,Auslieferung in bis zu 7 Werktagen
9,APPLE,iPhone 12 ,Smartphone,6.1,128 GB,Purple,529.,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066507.html,new,2024-04-06,2066507,(8),4.8,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
9,XIAOMI,Redmi Note 13 Pro 5G ,Smartphone,6.67,256 GB,Aurora Purple,341.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220899.html,new,2024-04-06,2220899,(0),,Auslieferung in 1-2 Werktagen
9,MOTOROLA,Razr 40 Ultra ,Smartphone,6.9,256 GB,Viva Magenta,1075.,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189432.html,new,2024-04-06,,,,
9,SAMSUNG,Galaxy S24+ ,Smartphone,6.7,256 GB,Amber Yellow,949.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220722.html,new,2024-04-06,2220722,(160),4.5,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
9,XIAOMI,Redmi 12 ,Smartphone,6.79,256 GB,Sky Blue,204.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203272.html,new,2024-04-06,2203272,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
9,SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Cobalt Violet,899.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220725.html,new,2024-04-06,2220725,(246),4.3,"Bestellbar, Auslieferung in 1-2 Werktagen"
9,SAMSUNG,Galaxy S24 ,Smartphone,6.2,128 GB,Marble Grey,706.,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220728.html,new,2024-04-06,2220728,(245),4.3,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone SE (2022) ,Smartphone,4.7,256 GB,Starlight,567.,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118907.html,new,2024-04-06,2118907,(0),,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Blue,1149.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203401.html,new,2024-04-06,2203401,(0),,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone 12 ,Smartphone,6.1,128 GB,White,529.,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028654.html,new,2024-04-06,2028654,(16),4.7,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Black,1026.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203382.html,new,2024-04-06,2203382,(1),3.0,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone 15 Pro ,Smartphone,6.1,1 TB,Natural Titanium,1445.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203421.html,new,2024-04-06,2203421,(1),5.0,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
9,APPLE,iPhone 15 Pro ,Smartphone,6.1,512 GB,Natural Titanium,1264.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203415.html,new,2024-04-06,2203415,(1),5.0,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
9,APPLE,iPhone 15 Pro ,Smartphone,6.1,1 TB,White Titanium,1459.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203419.html,new,2024-04-06,2203419,(0),,Auslieferung in 1-2 Werktagen
9,APPLE,iPhone 15 Plus ,Smartphone,6.7,128 GB,Green,829.,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203392.html,new,2024-04-06,2203392,(1),5.0,Auslieferung in 1-4 Werktagen
10,NOKIA,G42 5G ,Smartphone,6.56,128 GB,So Grey,206.95,https://www.mediamarkt.ch/de/product/_nokia-g42-5g-2192169.html,new,2024-04-06,2192169,(3),4.7,Auslieferung in 1-2 Werktagen
10,GOOGLE,Pixel 8 ,Smartphone,6.2,128 GB,Obsidian,654.,https://www.mediamarkt.ch/de/product/_google-pixel-8-2214716.html,new,2024-04-06,2214716,(26),4.5,Auslieferung in 1-2 Werktagen
10,APPLE,iPhone 13 ,Smartphone,6.1,128 GB,"128 GB, (PRODUCT)RED",539.,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091436.html,new,2024-04-06,2091436,(5),4.8,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
